index,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Event_type,Event_Medal,Team
5761,1932,Los Angeles,Aquatics,Swimming,"DEN OUDEN, Willemyntje (Willy)",NED,Women,4X100M Freestyle Relay,Silver,Women,12,Yes
5765,1932,Los Angeles,Aquatics,Swimming,"BARANY, Istvan",HUN,Men,4X200M Freestyle Relay,Bronze,Men,12,Yes
5769,1932,Los Angeles,Aquatics,Swimming,"MIOYAZAKI, Yasuji",JPN,Men,4X200M Freestyle Relay,Gold,Men,12,Yes
5773,1932,Los Angeles,Aquatics,Swimming,"BOOTH, Francis Ewen",USA,Men,4X200M Freestyle Relay,Silver,Men,12,Yes
5777,1932,Los Angeles,Aquatics,Water polo,"CLAPP, Austin Rhone",USA,Men,Water Polo,Bronze,Men,25,Yes
5784,1932,Los Angeles,Aquatics,Water polo,"BARTA, István",HUN,Men,Water Polo,Gold,Men,25,Yes
5794,1932,Los Angeles,Aquatics,Water polo,"BENECKE, Emil",GER,Men,Water Polo,Silver,Men,25,Yes
5829,1932,Los Angeles,Athletics,Athletics,"CASTELLI, Giuseppe",ITA,Men,4X100M Relay,Bronze,Men,12,Yes
5833,1932,Los Angeles,Athletics,Athletics,"DYER, Hector Monroe",USA,Men,4X100M Relay,Gold,Men,12,Yes
5837,1932,Los Angeles,Athletics,Athletics,"BORCHMEYER, Erich",GER,Men,4X100M Relay,Silver,Men,12,Yes
5841,1932,Los Angeles,Athletics,Athletics,"HALSTEAD, Nellie",GBR,Women,4X100M Relay,Bronze,Women,12,Yes
5845,1932,Los Angeles,Athletics,Athletics,"CAREW, Mary Louise",USA,Women,4X100M Relay,Gold,Women,12,Yes
5849,1932,Los Angeles,Athletics,Athletics,"FRIZZELL, Mary",CAN,Women,4X100M Relay,Silver,Women,12,Yes
5853,1932,Los Angeles,Athletics,Athletics,"BALL, James A.",CAN,Men,4X400M Relay,Bronze,Men,12,Yes
5857,1932,Los Angeles,Athletics,Athletics,"ABLOWICH, Edgar Allen",USA,Men,4X400M Relay,Gold,Men,12,Yes
5861,1932,Los Angeles,Athletics,Athletics,"BURGHLEY, David George",GBR,Men,4X400M Relay,Silver,Men,12,Yes
5943,1932,Los Angeles,Cycling,Cycling Road,"BERG, Arne",SWE,Men,Team Time Trial,Bronze,Men,9,Yes
5946,1932,Los Angeles,Cycling,Cycling Road,"OLMO, Giuseppe",ITA,Men,Team Time Trial,Gold,Men,9,Yes
5949,1932,Los Angeles,Cycling,Cycling Road,"HANSEN, Henry Peter Christian",DEN,Men,Team Time Trial,Silver,Men,9,Yes
5955,1932,Los Angeles,Cycling,Cycling Track,"CHRISTENSEN, Harald",DEN,Men,2000M Tandem,Bronze,Men,6,Yes
5957,1932,Los Angeles,Cycling,Cycling Track,"CHAILLOT, Louis",FRA,Men,2000M Tandem,Gold,Men,6,Yes
5959,1932,Los Angeles,Cycling,Cycling Track,"CHAMBERS, Ernest Henry",GBR,Men,2000M Tandem,Silver,Men,6,Yes
5964,1932,Los Angeles,Cycling,Cycling Track,"HARWELL, William Gladstone",GBR,Men,Team Pursuit (4000M),Bronze,Men,12,Yes
5968,1932,Los Angeles,Cycling,Cycling Track,"BORSARI, Nino",ITA,Men,Team Pursuit (4000M),Gold,Men,12,Yes
5972,1932,Los Angeles,Cycling,Cycling Track,"CHOCQUE, Paul",FRA,Men,Team Pursuit (4000M),Silver,Men,12,Yes
5979,1932,Los Angeles,Equestrian,Dressage,"KITTS, Isaac Leonard",USA,Men,Team,Bronze,Both,9,Yes
5982,1932,Los Angeles,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",FRA,Men,Team,Gold,Both,9,Yes
5985,1932,Los Angeles,Equestrian,Dressage,"BOLTENSTERN JR., Gustaf Adolf",SWE,Men,Team,Silver,Both,9,Yes
5991,1932,Los Angeles,Equestrian,Eventing,"ARGO, Edwin Yancey",USA,Men,Team,Gold,Both,6,Yes
5994,1932,Los Angeles,Equestrian,Eventing,"PAHUD DE MORTANGES, Charles Ferdinand",NED,Men,Team,Silver,Both,6,Yes
6003,1932,Los Angeles,Fencing,Fencing,"CALNAN, George Charles",USA,Men,Épée Team,Bronze,Men,17,Yes
6009,1932,Los Angeles,Fencing,Fencing,"BUCHARD, Georges",FRA,Men,Épée Team,Gold,Men,17,Yes
6015,1932,Los Angeles,Fencing,Fencing,"AGOSTONI, Carlo",ITA,Men,Épée Team,Silver,Men,17,Yes
6026,1932,Los Angeles,Fencing,Fencing,"ALESSANDRONI, Hugh Vincent",USA,Men,Foil Team,Bronze,Men,18,Yes
6032,1932,Los Angeles,Fencing,Fencing,"BONDOUX, René",FRA,Men,Foil Team,Gold,Men,18,Yes
6038,1932,Los Angeles,Fencing,Fencing,"GAUDINI, Giulio",ITA,Men,Foil Team,Silver,Men,18,Yes
6047,1932,Los Angeles,Fencing,Fencing,"DOBROWOLSKI, Wladyslaw",POL,Men,Sabre Team,Bronze,Men,18,Yes
6053,1932,Los Angeles,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,Sabre Team,Gold,Men,18,Yes
6059,1932,Los Angeles,Fencing,Fencing,"ANSELMI, Renato",ITA,Men,Sabre Team,Silver,Men,18,Yes
6089,1932,Los Angeles,Gymnastics,Artistic G.,"NYBERG-NOROMA, Mauri Kalervo",FIN,Men,Team Competition,Bronze,Men,15,Yes
6094,1932,Los Angeles,Gymnastics,Artistic G.,"CAPUZZO, Oreste",ITA,Men,Team Competition,Gold,Men,15,Yes
6099,1932,Los Angeles,Gymnastics,Artistic G.,"CUMISKEY, Frank Joseph",USA,Men,Team Competition,Silver,Men,15,Yes
6110,1932,Los Angeles,Hockey,Hockey,"BODDINGTON, William Westcott",USA,Men,Hockey,Bronze,Men,34,Yes
6122,1932,Los Angeles,Hockey,Hockey,"BAIS, Dhyan Chand",IND,Men,Hockey,Gold,Men,34,Yes
6133,1932,Los Angeles,Hockey,Hockey,"HAMADA, Shunkichi",JPN,Men,Hockey,Silver,Men,34,Yes
6147,1932,Los Angeles,Rowing,Rowing,"BUDZINSKI, Henryk",POL,Men,Coxless Pair (2-),Bronze,Men,6,Yes
6149,1932,Los Angeles,Rowing,Rowing,"CLIVE, Lewis",GBR,Men,Coxless Pair (2-),Gold,Men,6,Yes
6151,1932,Los Angeles,Rowing,Rowing,"STILES, Cyril Alec",NZL,Men,Coxless Pair (2-),Silver,Men,6,Yes
6153,1932,Los Angeles,Rowing,Rowing,"DE MILLE, Noel",CAN,Men,Double Sculls (2X),Bronze,Men,6,Yes
6155,1932,Los Angeles,Rowing,Rowing,"GILMORE, Williams  E.Garrett",USA,Men,Double Sculls (2X),Gold,Men,6,Yes
6157,1932,Los Angeles,Rowing,Rowing,"BOETZELEN, Gerhard",GER,Men,Double Sculls (2X),Silver,Men,6,Yes
6159,1932,Los Angeles,Rowing,Rowing,"BOAL, Donald G.",CAN,Men,Eight With Coxswain (8+),Bronze,Men,27,Yes
6168,1932,Los Angeles,Rowing,Rowing,"BLAIR, James Howard",USA,Men,Eight With Coxswain (8+),Gold,Men,27,Yes
6177,1932,Los Angeles,Rowing,Rowing,"BALLERI, Mario",ITA,Men,Eight With Coxswain (8+),Silver,Men,27,Yes
6186,1932,Los Angeles,Rowing,Rowing,"COSSU, Francesco",ITA,Men,Four Without Coxswain (4-),Bronze,Men,12,Yes
6190,1932,Los Angeles,Rowing,Rowing,"BADCOCK, John Charles",GBR,Men,Four Without Coxswain (4-),Gold,Men,12,Yes
6194,1932,Los Angeles,Rowing,Rowing,"ALETTER, Karl",GER,Men,Four Without Coxswain (4-),Silver,Men,12,Yes
6198,1932,Los Angeles,Rowing,Rowing,"BRAUN, Jerzy",POL,Men,Four-Oared Shell With Coxswain (4-),Bronze,Men,15,Yes
6203,1932,Los Angeles,Rowing,Rowing,"ELLER, Hans",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Men,15,Yes
6208,1932,Los Angeles,Rowing,Rowing,"DIVORA, Riccardo",ITA,Men,Four-Oared Shell With Coxswain (4-),Silver,Men,15,Yes
6213,1932,Los Angeles,Rowing,Rowing,"BRUNET, Pierre",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Men,9,Yes
6216,1932,Los Angeles,Rowing,Rowing,"JENNINGS, Edward Francis",USA,Men,Pair-Oared Shell With Coxswain (2+),Gold,Men,9,Yes
6219,1932,Los Angeles,Rowing,Rowing,"BRAUN, Jerzy",POL,Men,Pair-Oared Shell With Coxswain (2+),Silver,Men,9,Yes
6225,1932,Los Angeles,Sailing,Sailing,"BOULTBEE, Gardner",CAN,Men,6M,Bronze,Both,14,Yes
6229,1932,Los Angeles,Sailing,Sailing,"AKERLUND, Olle",SWE,Men,6M,Gold,Both,14,Yes
6233,1932,Los Angeles,Sailing,Sailing,"ASHBROOK, Temple W.",USA,Men,6M,Silver,Both,14,Yes
6239,1932,Los Angeles,Sailing,Sailing,"BIBY, John Edward Jr.",USA,Men,8M,Gold,Both,18,Yes
6251,1932,Los Angeles,Sailing,Sailing,"CRIBB, Ernest F.",CAN,Men,8M,Silver,Both,18,Yes
6260,1932,Los Angeles,Sailing,Sailing,"ASTHER, Gunnar Anton Edvard",SWE,Men,Two-Person Keelboat Open (Star),Bronze,Both,6,Yes
6262,1932,Los Angeles,Sailing,Sailing,"GRAY, Gilbert T.",USA,Men,Two-Person Keelboat Open (Star),Gold,Both,6,Yes
6264,1932,Los Angeles,Sailing,Sailing,"JAFFE, Peter",GBR,Men,Two-Person Keelboat Open (Star),Silver,Both,6,Yes
6368,1936,Berlin,Aquatics,Swimming,"FREEMAN, Mavis Anne",USA,Women,4X100M Freestyle Relay,Bronze,Women,12,Yes
6372,1936,Berlin,Aquatics,Swimming,"DEN OUDEN, Willemyntje (Willy)",NED,Women,4X100M Freestyle Relay,Gold,Women,12,Yes
6376,1936,Berlin,Aquatics,Swimming,"ARENDT-JACOBS, Gisela",GER,Women,4X100M Freestyle Relay,Silver,Women,12,Yes
6380,1936,Berlin,Aquatics,Swimming,"ABAY-NEMES, Oszkar",HUN,Men,4X200M Freestyle Relay,Bronze,Men,12,Yes
6384,1936,Berlin,Aquatics,Swimming,"ARAI, Shigeo",JPN,Men,4X200M Freestyle Relay,Gold,Men,12,Yes
6388,1936,Berlin,Aquatics,Swimming,"FLANAGAN, Ralph Drew",USA,Men,4X200M Freestyle Relay,Silver,Men,12,Yes
6392,1936,Berlin,Aquatics,Water polo,"BLITZ, Gerard",BEL,Men,Water Polo,Bronze,Men,31,Yes
6401,1936,Berlin,Aquatics,Water polo,"BOZSI, Mihaly",HUN,Men,Water Polo,Gold,Men,31,Yes
6412,1936,Berlin,Aquatics,Water polo,"BAIER, Bernhard",GER,Men,Water Polo,Silver,Men,31,Yes
6450,1936,Berlin,Athletics,Athletics,"BORCHMEYER, Erich",GER,Men,4X100M Relay,Bronze,Men,12,Yes
6454,1936,Berlin,Athletics,Athletics,"DRAPER, Foy",USA,Men,4X100M Relay,Gold,Men,12,Yes
6458,1936,Berlin,Athletics,Athletics,"CALDANA, Gianni",ITA,Men,4X100M Relay,Silver,Men,12,Yes
6462,1936,Berlin,Athletics,Athletics,"BROOKSHAW, Dorothy Elizabeth",CAN,Women,4X100M Relay,Bronze,Women,12,Yes
6466,1936,Berlin,Athletics,Athletics,"BLAND, Harriett Claiborne",USA,Women,4X100M Relay,Gold,Women,12,Yes
6470,1936,Berlin,Athletics,Athletics,"BROWN, Audrey Kathleen",GBR,Women,4X100M Relay,Silver,Women,12,Yes
6474,1936,Berlin,Athletics,Athletics,"HAMANN, Helmut",GER,Men,4X400M Relay,Bronze,Men,12,Yes
6478,1936,Berlin,Athletics,Athletics,"BROWN, Arthur Godfrey Kilner",GBR,Men,4X400M Relay,Gold,Men,12,Yes
6482,1936,Berlin,Athletics,Athletics,"CAGLE, Harold D.",USA,Men,4X400M Relay,Silver,Men,12,Yes
6537,1936,Berlin,Basketball,Basketball,"BORJA MORCA, Carlos",MEX,Men,Basketball,Bronze,Men,34,Yes
6548,1936,Berlin,Basketball,Basketball,"BALTER, Samuel J. Jr.",USA,Men,Basketball,Gold,Men,34,Yes
6562,1936,Berlin,Basketball,Basketball,"AITCHISON, Gordon",CAN,Men,Basketball,Silver,Men,34,Yes
6598,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"PROISL, Karl",AUT,Men,C-2 10000M,Bronze,Men,6,Yes
6600,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"MOTTL, Vaclav",TCH,Men,C-2 10000M,Gold,Men,6,Yes
6602,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"CHARTERS, Harvey Blashford",CAN,Men,C-2 10000M,Silver,Men,6,Yes
6604,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"CHARTERS, Harvey Blashford",CAN,Men,C-2 1000M (Canoe Double),Bronze,Men,6,Yes
6606,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"BRZAK-FELIX, Jan",TCH,Men,C-2 1000M (Canoe Double),Gold,Men,6,Yes
6608,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,EDLETITSCH,AUT,Men,C-2 1000M (Canoe Double),Silver,Men,6,Yes
6613,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"WIJDEKOP, Cornelis",NED,Men,Folding K-2 10000M,Bronze,Men,6,Yes
6615,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"BLADSTRÖM, Erik",SWE,Men,Folding K-2 10000M,Gold,Men,6,Yes
6617,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"HANISCH, Erich",GER,Men,Folding K-2 10000M,Silver,Men,6,Yes
6625,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"FAHLBORG, Tage",SWE,Men,K-2 10000M,Bronze,Men,6,Yes
6627,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"LANDEN, Ludwig",GER,Men,K-2 10000M,Gold,Men,6,Yes
6629,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"KALISCH, Viktor",AUT,Men,K-2 10000M,Silver,Men,6,Yes
6631,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"TATES, Nicolaas",NED,Men,K-2 1000M (Kayak Double),Bronze,Men,6,Yes
6633,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"DORFNER, Alfons",AUT,Men,K-2 1000M (Kayak Double),Gold,Men,6,Yes
6635,1936,Berlin,Canoe / Kayak,Canoe / Kayak F,"BONDROIT, Fritz",GER,Men,K-2 1000M (Kayak Double),Silver,Men,6,Yes
6640,1936,Berlin,Cycling,Cycling Road,"GARREBEEK, Auguste",BEL,Men,Team Time Trial,Bronze,Men,9,Yes
6643,1936,Berlin,Cycling,Cycling Road,"CHARPENTIER, Robert",FRA,Men,Team Time Trial,Gold,Men,9,Yes
6646,1936,Berlin,Cycling,Cycling Road,"BUCHWALDER, Edgar",SUI,Men,Team Time Trial,Silver,Men,9,Yes
6652,1936,Berlin,Cycling,Cycling Track,"GEORGET, Pierre",FRA,Men,2000M Tandem,Bronze,Men,6,Yes
6654,1936,Berlin,Cycling,Cycling Track,"IHBE, Ernst",GER,Men,2000M Tandem,Gold,Men,6,Yes
6656,1936,Berlin,Cycling,Cycling Track,"LEENE, Bernardus Petrus",NED,Men,2000M Tandem,Silver,Men,6,Yes
6661,1936,Berlin,Cycling,Cycling Track,"HILL, Harry Heaton",GBR,Men,Team Pursuit (4000M),Bronze,Men,12,Yes
6665,1936,Berlin,Cycling,Cycling Track,"CHARPENTIER, Robert",FRA,Men,Team Pursuit (4000M),Gold,Men,12,Yes
6669,1936,Berlin,Cycling,Cycling Track,"BIANCHI, Bianco",ITA,Men,Team Pursuit (4000M),Silver,Men,12,Yes
6676,1936,Berlin,Equestrian,Dressage,"ADLERCREUTZ, Gregor",SWE,Men,Team,Bronze,Both,9,Yes
6679,1936,Berlin,Equestrian,Dressage,"GERHARD, Friedrich",GER,Men,Team,Gold,Both,9,Yes
6682,1936,Berlin,Equestrian,Dressage,"DE BALLORRE, Gerard",FRA,Men,Team,Silver,Both,9,Yes
6688,1936,Berlin,Equestrian,Eventing,"FANSHAWE, Richard Gennys",GBR,Men,Team,Bronze,Both,9,Yes
6691,1936,Berlin,Equestrian,Eventing,"LIPPERT, Rudolf",GER,Men,Team,Gold,Both,9,Yes
6694,1936,Berlin,Equestrian,Eventing,"KAWECKI, Zdzislaw",POL,Men,Team,Silver,Both,9,Yes
6697,1936,Berlin,Equestrian,Jumping,H:: SELLO,HUN,Men,Individual,Bronze,Both,6,Yes
6699,1936,Berlin,Equestrian,Jumping,H:: TORA,GER,Men,Individual,Gold,Both,6,Yes
6701,1936,Berlin,Equestrian,Jumping,H:: DELFIS,ROU,Men,Individual,Silver,Both,6,Yes
6703,1936,Berlin,Equestrian,Jumping,"BELTRAO, Jose",POR,Men,Team,Bronze,Both,9,Yes
6706,1936,Berlin,Equestrian,Jumping,"BRANDT, Heinz",GER,Men,Team,Gold,Both,9,Yes
6709,1936,Berlin,Equestrian,Jumping,"DE BRUINE, Jan Adrianus",NED,Men,Team,Silver,Both,9,Yes
6715,1936,Berlin,Fencing,Fencing,"BUCHARD, Georges",FRA,Men,Épée Team,Bronze,Men,18,Yes
6721,1936,Berlin,Fencing,Fencing,"BRUSATI, Giancarlo",ITA,Men,Épée Team,Gold,Men,18,Yes
6727,1936,Berlin,Fencing,Fencing,"ALMGREN, Gustav",SWE,Men,Épée Team,Silver,Men,18,Yes
6739,1936,Berlin,Fencing,Fencing,"ADAM, Otto",GER,Men,Foil Team,Bronze,Men,18,Yes
6745,1936,Berlin,Fencing,Fencing,"BOCCHINO, Giorgio",ITA,Men,Foil Team,Gold,Men,18,Yes
6751,1936,Berlin,Fencing,Fencing,"BONDOUX, René",FRA,Men,Foil Team,Silver,Men,18,Yes
6760,1936,Berlin,Fencing,Fencing,"CASMIR, Erwin",GER,Men,Sabre Team,Bronze,Men,18,Yes
6766,1936,Berlin,Fencing,Fencing,"BERCZELLY, Tibor",HUN,Men,Sabre Team,Gold,Men,18,Yes
6772,1936,Berlin,Fencing,Fencing,"GAUDINI, Giulio",ITA,Men,Sabre Team,Silver,Men,18,Yes
6778,1936,Berlin,Football,Football,"BRUSTAD, Arne",NOR,Men,Football,Bronze,Men,41,Yes
6792,1936,Berlin,Football,Football,"BALDO, Giuseppe",ITA,Men,Football,Gold,Men,41,Yes
6806,1936,Berlin,Football,Football,"FUCHSBERGER, Franz",AUT,Men,Football,Silver,Men,41,Yes
6838,1936,Berlin,Gymnastics,Artistic G.,"NYBERG-NOROMA, Mauri Kalervo",FIN,Men,Team Competition,Bronze,Men,24,Yes
6846,1936,Berlin,Gymnastics,Artistic G.,"BECKERT, Franz Ernst",GER,Men,Team Competition,Gold,Men,24,Yes
6854,1936,Berlin,Gymnastics,Artistic G.,"BACH, Walter",SUI,Men,Team Competition,Silver,Men,24,Yes
6862,1936,Berlin,Gymnastics,Artistic G.,"CSILLIK, Margit",HUN,Women,Team Competition,Bronze,Women,24,Yes
6870,1936,Berlin,Gymnastics,Artistic G.,"BÄRWIRTH, Anita",GER,Women,Team Competition,Gold,Women,24,Yes
6878,1936,Berlin,Gymnastics,Artistic G.,"BAJEROVA, Jaroslava",TCH,Women,Team Competition,Silver,Women,24,Yes
6889,1936,Berlin,Handball,Handball,"BLOSCH, Max",SUI,Men,Handball,Bronze,Men,61,Yes
6906,1936,Berlin,Handball,Handball,"BANDHOLZ, Willi",GER,Men,Handball,Gold,Men,61,Yes
6928,1936,Berlin,Handball,Handball,"BARTL, Franz",AUT,Men,Handball,Silver,Men,61,Yes
6950,1936,Berlin,Hockey,Hockey,"DE LOOPER, Hendrik Christiaan",NED,Men,Hockey,Bronze,Men,53,Yes
6962,1936,Berlin,Hockey,Hockey,"ALLEN, Richard James",IND,Men,Hockey,Gold,Men,53,Yes
6981,1936,Berlin,Hockey,Hockey,"AUF DER HEIDE, Hermann",GER,Men,Hockey,Silver,Men,53,Yes
7006,1936,Berlin,Polo,Polo,"GRACIA ZAZUETA, Juan",MEX,Men,Polo,Bronze,Men,12,Yes
7010,1936,Berlin,Polo,Polo,"ANDRADA, Manuel",ARG,Men,Polo,Gold,Men,12,Yes
7014,1936,Berlin,Polo,Polo,"DAWNAY, David",GBR,Men,Polo,Silver,Men,12,Yes
7018,1936,Berlin,Rowing,Rowing,"CURATELLA, Julio Pedro",ARG,Men,Coxless Pair (2-),Bronze,Men,6,Yes
7020,1936,Berlin,Rowing,Rowing,"EICHHORN, Willi",GER,Men,Coxless Pair (2-),Gold,Men,6,Yes
7022,1936,Berlin,Rowing,Rowing,"LARSEN, Harry Julius",DEN,Men,Coxless Pair (2-),Silver,Men,6,Yes
7024,1936,Berlin,Rowing,Rowing,"USTUPSKI, Jerzy",POL,Men,Double Sculls (2X),Bronze,Men,6,Yes
7026,1936,Berlin,Rowing,Rowing,"BERESFORD, Jack",GBR,Men,Double Sculls (2X),Gold,Men,6,Yes
7028,1936,Berlin,Rowing,Rowing,"KAIDEL, Willi",GER,Men,Double Sculls (2X),Silver,Men,6,Yes
7030,1936,Berlin,Rowing,Rowing,"HANNEMANN, Hans-Joachim",GER,Men,Eight With Coxswain (8+),Bronze,Men,27,Yes
7039,1936,Berlin,Rowing,Rowing,"ADAM, Gordon Belgum",USA,Men,Eight With Coxswain (8+),Gold,Men,27,Yes
7048,1936,Berlin,Rowing,Rowing,"BARSOTTI, Dino",ITA,Men,Eight With Coxswain (8+),Silver,Men,27,Yes
7057,1936,Berlin,Rowing,Rowing,"BETSCHART, Hermann",SUI,Men,Four Without Coxswain (4-),Bronze,Men,12,Yes
7061,1936,Berlin,Rowing,Rowing,"ECKSTEIN, Rudolf (Rudi)",GER,Men,Four Without Coxswain (4-),Gold,Men,12,Yes
7065,1936,Berlin,Rowing,Rowing,"BARRETT, Alan John",GBR,Men,Four Without Coxswain (4-),Silver,Men,12,Yes
7069,1936,Berlin,Rowing,Rowing,"CHAUVIGNE, Marcel",FRA,Men,Four-Oared Shell With Coxswain (4-),Bronze,Men,15,Yes
7074,1936,Berlin,Rowing,Rowing,"BAUER, Fritz",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Men,15,Yes
7079,1936,Berlin,Rowing,Rowing,"BETSCHART, Hermann",SUI,Men,Four-Oared Shell With Coxswain (4-),Silver,Men,15,Yes
7084,1936,Berlin,Rowing,Rowing,"FOURCADE, Marceau",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,Men,9,Yes
7087,1936,Berlin,Rowing,Rowing,"ADAMSKI, Herbert",GER,Men,Pair-Oared Shell With Coxswain (2+),Gold,Men,9,Yes
7090,1936,Berlin,Rowing,Rowing,"BERGAMO, Almiro",ITA,Men,Pair-Oared Shell With Coxswain (2+),Silver,Men,9,Yes
7096,1936,Berlin,Sailing,Sailing,"EKDAHL, Lennart",SWE,Men,6M,Bronze,Both,15,Yes
7101,1936,Berlin,Sailing,Sailing,"BELVILLE, Miles Aubrey",GBR,Men,6M,Gold,Both,15,Yes
7106,1936,Berlin,Sailing,Sailing,"KONOW, Karsten Magnus",NOR,Men,6M,Silver,Both,15,Yes
7111,1936,Berlin,Sailing,Sailing,"BISCHOFF, Friedrich (Fritz)",GER,Men,8M,Bronze,Both,18,Yes
7117,1936,Berlin,Sailing,Sailing,"BIANCHI, Bruno",ITA,Men,8M,Gold,Both,18,Yes
7123,1936,Berlin,Sailing,Sailing,"DITLEV-SIMONSEN, John Peder",NOR,Men,8M,Silver,Both,18,Yes
7132,1936,Berlin,Sailing,Sailing,"DE VRIES LENTSCH SR., Willem",NED,Men,Two-Person Keelboat Open (Star),Bronze,Both,6,Yes
7134,1936,Berlin,Sailing,Sailing,"BISCHOFF, Peter",GER,Men,Two-Person Keelboat Open (Star),Gold,Both,6,Yes
7136,1936,Berlin,Sailing,Sailing,"LAURIN, Arvid",SWE,Men,Two-Person Keelboat Open (Star),Silver,Both,6,Yes
7243,1948,London,Aquatics,Swimming,"HEIJTING-SCHUHMACHER, Irma",NED,Women,4X100M Freestyle Relay,Bronze,Women,12,Yes
7247,1948,London,Aquatics,Swimming,"CORRIDON, Marie Louise",USA,Women,4X100M Freestyle Relay,Gold,Women,12,Yes
7251,1948,London,Aquatics,Swimming,"ANDERSEN, Greta Marie",DEN,Women,4X100M Freestyle Relay,Silver,Women,12,Yes
7255,1948,London,Aquatics,Swimming,"BERNARDO, Joseph",FRA,Men,4X200M Freestyle Relay,Bronze,Men,12,Yes
7259,1948,London,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,4X200M Freestyle Relay,Gold,Men,12,Yes
7263,1948,London,Aquatics,Swimming,"KADAS, Geza",HUN,Men,4X200M Freestyle Relay,Silver,Men,12,Yes
7267,1948,London,Aquatics,Water polo,"BRAASEM, Cornelis",NED,Men,Water Polo,Bronze,Men,28,Yes
7276,1948,London,Aquatics,Water polo,"ARENA, Ermenegildo",ITA,Men,Water Polo,Gold,Men,28,Yes
7285,1948,London,Aquatics,Water polo,"BRANDI, Jenö",HUN,Men,Water Polo,Silver,Men,28,Yes
7328,1948,London,Athletics,Athletics,"MONTI, Carlo",ITA,Men,4X100M Relay,Bronze,Men,12,Yes
7332,1948,London,Athletics,Athletics,"DILLARD, Harrison",USA,Men,4X100M Relay,Gold,Men,12,Yes
7336,1948,London,Athletics,Athletics,"ARCHER, John",GBR,Men,4X100M Relay,Silver,Men,12,Yes
7340,1948,London,Athletics,Athletics,"FOSTER, Dianne P.",CAN,Women,4X100M Relay,Bronze,Women,12,Yes
7344,1948,London,Athletics,Athletics,"BLANKERS-KOEN, Fanny",NED,Women,4X100M Relay,Gold,Women,12,Yes
7348,1948,London,Athletics,Athletics,"KING-WALKER, Joyce A.",AUS,Women,4X100M Relay,Silver,Women,12,Yes
7352,1948,London,Athletics,Athletics,"ALNEVIK, Folke",SWE,Men,4X400M Relay,Bronze,Men,12,Yes
7356,1948,London,Athletics,Athletics,"BOURLAND, Clifford Frederick",USA,Men,4X400M Relay,Gold,Men,12,Yes
7360,1948,London,Athletics,Athletics,"CHEF D'HOTEL, Robert",FRA,Men,4X400M Relay,Silver,Men,12,Yes
7421,1948,London,Basketball,Basketball,"AZEVEDO EVORA, Affonso",BRA,Men,Basketball,Bronze,Men,40,Yes
7433,1948,London,Basketball,Basketball,"BARKER, Clifford Eugene",USA,Men,Basketball,Gold,Men,40,Yes
7447,1948,London,Basketball,Basketball,"BARRAIS, Andre",FRA,Men,Basketball,Silver,Men,40,Yes
7491,1948,London,Canoe / Kayak,Canoe / Kayak F,"DRANSART, Georges",FRA,Men,C-2 10000M,Bronze,Men,6,Yes
7493,1948,London,Canoe / Kayak,Canoe / Kayak F,"LYSAK, Steven John",USA,Men,C-2 10000M,Gold,Men,6,Yes
7495,1948,London,Canoe / Kayak,Canoe / Kayak F,"HAVEL, Vaclav",TCH,Men,C-2 10000M,Silver,Men,6,Yes
7497,1948,London,Canoe / Kayak,Canoe / Kayak F,"DRANSART, Georges",FRA,Men,C-2 1000M (Canoe Double),Bronze,Men,6,Yes
7499,1948,London,Canoe / Kayak,Canoe / Kayak F,"BRZAK-FELIX, Jan",TCH,Men,C-2 1000M (Canoe Double),Gold,Men,6,Yes
7501,1948,London,Canoe / Kayak,Canoe / Kayak F,"LYSAK, Steven John",USA,Men,C-2 1000M (Canoe Double),Silver,Men,6,Yes
7512,1948,London,Canoe / Kayak,Canoe / Kayak F,"AXELSSON, Thor",FIN,Men,K-2 10000M,Bronze,Men,6,Yes
7514,1948,London,Canoe / Kayak,Canoe / Kayak F,"AKERLUND, Gunnar",SWE,Men,K-2 10000M,Gold,Men,6,Yes
7516,1948,London,Canoe / Kayak,Canoe / Kayak F,"MATHISEN, Ivar",NOR,Men,K-2 10000M,Silver,Men,6,Yes
